block_id,log,label,cause,raisonnement
blk_6093743385844975689,081109 232324 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864,Normal,Le bloc de données a été ajouté avec succès,Étape 1 : Le système de fichiers HDFS a reçu une demande d'ajout d'un bloc de données. Étape 2 : Le système a vérifié la disponibilité de l'espace de stockage sur le nœud 10.251.107.19:50010. Étape 3 : Le bloc de données a été ajouté avec succès et la carte de bloc a été mise à jour.
blk_8692428775973608797,081109 232346 3820 INFO dfs.DataNode$DataXceiver: Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données HDFS reçoit une demande de transfert de données. Étape 2 : Le nœud de données identifie la source et la destination du bloc de données. Étape 3 : Le transfert de données est effectué de la source vers la destination
blk_-6837050820114491742,081109 232639 3792 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-6837050820114491742 terminating,Normal,Fin de la transmission de données,Étape 1 : Le nœud de données a terminé la transmission de données. Étape 2 : Le processus PacketResponder a été arrêté. Étape 3 : Le bloc de données a été traité avec succès
blk_-5195432543794777448,081109 232828 3875 INFO dfs.DataNode$PacketResponder: Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec un identifiant unique. Étape 3 : La taille du bloc est vérifiée pour s'assurer qu'elle correspond aux attentes.
blk_1636660629634995787,081109 232829 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864,Normal,Ajout d'un bloc de données à HDFS,Étape 1 : Le système de fichiers HDFS reçoit une demande d'ajout de bloc. Étape 2 : Le NameSystem met à jour la carte de blocs pour refléter le changement. Étape 3 : Le bloc est ajouté avec succès au nœud de données spécifié.
blk_467589865104023338,081109 232833 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_467589865104023338 size 67108864,Normal,Un bloc de données a été ajouté au système de fichiers,Étape 1 : Le système de fichiers HDFS a reçu une demande d'ajout de bloc. Étape 2 : Le bloc a été ajouté avec succès au système. Étape 3 : Le système a mis à jour la carte de blocs pour refléter les changements.
blk_7929144620252342335,081109 232923 3792 INFO dfs.DataNode$PacketResponder: Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec succès. Étape 3 : L'événement est enregistré dans les journaux HDFS avec le niveau d'information INFO.
blk_-1798958443298220150,081109 232926 3783 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit une demande de transfert de données. Étape 2 : Le nœud de données vérifie la source et la destination du transfert. Étape 3 : Le transfert de données est effectué avec succès
blk_-54240672253074715,081109 233108 3872 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-54240672253074715 terminating,Normal,Fin de la transmission de données pour un bloc,Étape 1 : Le DataNode a terminé la transmission de données pour un bloc. Étape 2 : Le processus PacketResponder a été arrêté. Étape 3 : Le bloc blk_-54240672253074715 n'est plus en cours de transmission.
blk_-7172347691639518373,081109 233356 3917 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données HDFS reçoit une demande de transfert de données. Étape 2 : Le nœud de données identifie la source et la destination du bloc de données. Étape 3 : Le transfert de données est effectué de la source à la destination
blk_-6412155847905320411,081109 233753 3950 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010,Normal,Réception d'un bloc de données,Étape 1 : Le DataNode reçoit une demande de transfert de données. Étape 2 : Le bloc de données est identifié par son ID unique. Étape 3 : Les données sont transférées de la source à la destination spécifiée
blk_699651392443620263,081109 233835 4139 INFO dfs.DataNode$DataXceiver: Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010,Normal,Réception d'un bloc de données,Étape 1 : Le DataNode reçoit une demande de transfert de données. Étape 2 : Le bloc de données est identifié par son ID unique (blk_699651392443620263). Étape 3 : Les données sont transférées depuis le client (10.251.70.5:34703) vers le DataNode (10.251.70.5:50010)
blk_-8788032532930439012,081109 233836 4061 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010,Normal,Réception d'un bloc de données,Étape 1 : Le DataNode reçoit une demande de transfert de données. Étape 2 : Le bloc de données est identifié par son ID unique. Étape 3 : Les données sont transférées depuis le client vers le DataNode
blk_-3455521536483250153,081109 233849 4087 INFO dfs.DataNode$PacketResponder: Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec un identifiant unique. Étape 3 : La taille du bloc est vérifiée pour s'assurer de son intégrité.
blk_-7017553867379051457,081109 234027 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864,Normal,Ajout d'un bloc de données à HDFS,Étape 1 : Le système de fichiers HDFS a détecté un nouveau bloc de données. Étape 2 : Le bloc a été ajouté à la carte de blocs. Étape 3 : Le système a mis à jour la liste des blocs disponibles
blk_-1259190292740306590,081109 234107 4261 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1259190292740306590 src: /10.251.65.203:36289 dest: /10.251.65.203:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit une demande de transfert de données. Étape 2 : Le nœud de données vérifie la source et la destination du transfert. Étape 3 : Le transfert de données est effectué avec succès.
blk_-6620182933895093708,081109 234110 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708,Normal,Allocation de bloc pour un fichier temporaire,Étape 1 : Le système de fichiers HDFS reçoit une demande d'allocation de bloc. Étape 2 : Le NameSystem vérifie la disponibilité de l'espace sur les DataNode. Étape 3 : Un bloc est alloué pour stocker les données du fichier temporaire
blk_2028803850179311599,081109 234111 4288 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_2028803850179311599 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le DataNode a terminé le traitement d'un bloc de données. Étape 2 : Le PacketResponder a été notifié pour arrêter son traitement. Étape 3 : Le PacketResponder a terminé son exécution pour le bloc spécifié.
blk_-8562334328670278932,081109 234112 4136 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8562334328670278932 src: /10.251.194.147:46714 dest: /10.251.194.147:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données HDFS reçoit une demande de transfert de données. Étape 2 : Le nœud de données vérifie la source et la destination du transfert. Étape 3 : Le transfert de données est effectué avec succès.
blk_-8108913101671416218,081109 234325 4246 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-8108913101671416218 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le DataNode a terminé le traitement d'un bloc de données. Étape 2 : Le PacketResponder a été notifié pour arrêter son traitement. Étape 3 : Le PacketResponder a terminé son exécution pour le bloc spécifié.
blk_-7640601843607665080,081109 234512 4223 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-7640601843607665080 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le nœud de données a terminé le traitement d'un bloc. Étape 2 : Le bloc a été traité avec succès ou n'est plus nécessaire. Étape 3 : Le PacketResponder est arrêté pour libérer les ressources système.
blk_7654726977769174867,081109 234516 4136 INFO dfs.DataNode$DataXceiver: Receiving block blk_7654726977769174867 src: /10.251.110.160:49990 dest: /10.251.110.160:50010,Normal,Transfert de bloc de données,Étape 1 : Le nœud de données reçoit un bloc de données. Étape 2 : Le bloc est transféré depuis le port 49990. Étape 3 : Le bloc est destiné au port 50010
blk_8320088109701056055,081109 234555 4345 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_8320088109701056055 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le nœud de données a terminé le traitement d'un bloc. Étape 2 : Le bloc a été traité avec succès. Étape 3 : Le processus PacketResponder est arrêté
blk_4585055992495043771,081109 234605 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4585055992495043771 size 67108864,Normal,Ajout d'un bloc de données à HDFS,Étape 1 : Le système de fichiers HDFS reçoit une demande d'ajout d'un bloc de données. Étape 2 : Le NameSystem met à jour la carte de blocs pour refléter l'ajout du nouveau bloc. Étape 3 : Le bloc est ajouté avec succès et son emplacement est enregistré pour une récupération future.
blk_-4330512786228504138,081109 234644 4177 INFO dfs.DataNode$PacketResponder: Received block blk_-4330512786228504138 of size 67108864 from /10.251.67.225,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec un identifiant unique. Étape 3 : La taille du bloc est vérifiée pour s'assurer qu'elle correspond aux attentes.
blk_4628142183191390143,081109 234706 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_4628142183191390143 size 67108864,Normal,Un bloc de données a été ajouté au système de fichiers HDFS,Étape 1 : Le système de fichiers HDFS a reçu une demande d'ajout d'un bloc de données. Étape 2 : Le bloc de données a été ajouté à la carte de blocs du système de fichiers. Étape 3 : Le système de fichiers a mis à jour la carte de blocs pour refléter l'ajout du nouveau bloc de données.
blk_-6766351519628312408,081109 234719 4344 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-6766351519628312408 terminating,Normal,Fin de la tâche de transmission de données,Étape 1 : Le DataNode a terminé la transmission de données pour un bloc spécifique. Étape 2 : Le processus PacketResponder a été arrêté après avoir accompli sa tâche. Étape 3 : Le message INFO indique une fin normale de l'opération.
blk_-476906696485288376,081109 234728 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-476906696485288376 size 67108864,Normal,Ajout d'un bloc de données à HDFS,Étape 1 : Le système de fichiers HDFS reçoit une demande d'ajout d'un bloc de données. Étape 2 : Le NameSystem met à jour la carte de blocs pour refléter le nouvel emplacement du bloc. Étape 3 : Le bloc est ajouté avec succès au système de fichiers HDFS.
blk_-7436749154361133879,081109 234835 3972 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-7436749154361133879 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le DataNode a terminé le traitement d'un bloc de données. Étape 2 : Le PacketResponder a été notifié pour arrêter son traitement. Étape 3 : Le PacketResponder a terminé son exécution pour le bloc spécifié.
blk_7061131805920430446,081109 234835 4259 INFO dfs.DataNode$DataXceiver: Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données HDFS reçoit une demande de transfert de données. Étape 2 : Le nœud de données identifie la source et la destination du bloc de données. Étape 3 : Le transfert de données est effectué de la source à la destination
blk_-684595390732854503,081109 234924 4275 INFO dfs.DataNode$PacketResponder: Received block blk_-684595390732854503 of size 67108864 from /10.250.6.191,Normal,Réception d'un bloc de données,Étape 1 : Le DataNode reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec succès. Étape 3 : L'événement est enregistré dans les logs HDFS avec le label Normal.
blk_-6956067134432991406,081109 235030 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6956067134432991406 size 67108864,Normal,Ajout d'un bloc de données dans HDFS,Étape 1 : Le système de fichiers HDFS a détecté un nouveau bloc de données. Étape 2 : Le bloc a été ajouté à la carte de blocs. Étape 3 : Le serveur de noms HDFS a mis à jour la carte de blocs pour refléter le nouvel emplacement du bloc.
blk_549647953114643908,081109 235138 3469 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_549647953114643908 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le DataNode a terminé le traitement d'un bloc de données. Étape 2 : Le PacketResponder a été arrêté pour libérer les ressources. Étape 3 : L'événement a été enregistré avec le niveau de log INFO pour suivi et débogage.
blk_559204981722276126,081109 235140 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0/part-00230. blk_559204981722276126,Normal,Allocation de bloc pour un fichier temporaire,Étape 1 : Le système de fichiers HDFS (Hadoop Distributed File System) alloue un bloc pour stocker des données temporaires. Étape 2 : Le processus de tri (sort) nécessite la création de fichiers temporaires pour stocker les résultats intermédiaires. Étape 3 : Le bloc alloué (blk_559204981722276126) est utilisé pour stocker les données du fichier temporaire part-00230 dans le répertoire /user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0
blk_-165500353496111884,081109 235305 4419 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-165500353496111884 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le nœud de données a terminé le traitement d'un bloc de données. Étape 2 : Le processus PacketResponder a été arrêté. Étape 3 : Le message d'information a été enregistré dans les journaux HDFS.
blk_-7105305952901940477,081109 235311 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477,Anomaly,Erreur d'allocation de bloc,"Étape 1 : Le système de fichiers HDFS tente d'allouer un bloc pour un fichier temporaire. Étape 2 : L'allocation du bloc échoue, ce qui indique une erreur dans le processus d'écriture de données. Étape 3 : Cette erreur peut être due à une panne de disque, une erreur de configuration ou une saturation du système de fichiers."
blk_-9103764593642564543,081109 235322 3968 INFO dfs.DataNode$DataXceiver: Receiving block blk_-9103764593642564543 src: /10.251.43.115:46385 dest: /10.251.43.115:50010,Anomaly,Connexion réseau anormale,Étape 1 : Analyse du log HDFS pour identifier les anomalies. Étape 2 : Détection d'une connexion réseau inhabituelle entre les adresses source et de destination. Étape 3 : Vérification de la cohérence des adresses IP pour détecter les accès non autorisés
blk_3160319368100972992,081109 235337 4459 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_3160319368100972992 terminating,Normal,Fin de la transmission de données,Étape 1 : Le nœud de données a terminé la transmission de données pour un bloc spécifique. Étape 2 : Le processus PacketResponder a été arrêté pour ce bloc. Étape 3 : L'arrêt du processus PacketResponder est une opération normale une fois la transmission de données terminée.
blk_-562725280853087685,081109 235426 4327 INFO dfs.DataNode$PacketResponder: Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec un identifiant unique. Étape 3 : La taille du bloc est vérifiée pour s'assurer de son intégrité.
blk_4568377692254637284,081109 235609 4400 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_4568377692254637284 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le nœud de données a terminé le traitement d'un bloc. Étape 2 : Le bloc a été traité avec succès ou n'est plus nécessaire. Étape 3 : Le PacketResponder est arrêté pour libérer les ressources système.
blk_-5217146995455608468,081109 235727 4429 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5217146995455608468 src: /10.251.214.67:38871 dest: /10.251.214.67:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit une demande de transfert de données. Étape 2 : Le nœud de données vérifie la source et la destination du transfert. Étape 3 : Le transfert de données est effectué avec succès
blk_7481361125021302112,081109 235813 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_7481361125021302112 size 67108864,Normal,Ajout d'un bloc de données à HDFS,Étape 1 : Le système de fichiers HDFS a ajouté un bloc de données. Étape 2 : Le bloc a été ajouté à un nœud spécifique. Étape 3 : L'opération a été enregistrée dans les logs HDFS
blk_-71429470616906355,081109 235903 4454 INFO dfs.DataNode$PacketResponder: Received block blk_-71429470616906355 of size 67108864 from /10.250.19.16,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données HDFS reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec un identifiant unique. Étape 3 : La taille du bloc est vérifiée pour s'assurer qu'elle correspond aux attentes.
blk_-522892190802801712,081109 235904 4520 INFO dfs.DataNode$DataXceiver: Receiving block blk_-522892190802801712 src: /10.251.74.134:39584 dest: /10.251.74.134:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données HDFS reçoit une demande de transfert de données. Étape 2 : Le bloc de données est identifié par son ID unique blk_-522892190802801712. Étape 3 : Les données sont transférées depuis l'adresse source /10.251.74.134:39584 vers l'adresse de destination /10.251.74.134:50010.
blk_-3249711809227781266,081109 235919 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-3249711809227781266 size 67108864,Normal,Ajout d'un bloc de données à HDFS,Étape 1 : Le système de fichiers HDFS reçoit une demande d'ajout d'un bloc de données. Étape 2 : Le NameSystem met à jour la carte de blocs pour refléter l'ajout du nouveau bloc. Étape 3 : Le bloc est ajouté avec succès et son emplacement est enregistré pour une récupération future.
blk_-6329494504520216748,081109 235951 4525 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6329494504520216748 src: /10.251.25.237:39332 dest: /10.251.25.237:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données HDFS reçoit une demande de transfert de données. Étape 2 : Le nœud de données identifie la source et la destination du bloc de données. Étape 3 : Le transfert de données est effectué de la source à la destination
blk_-207775976836691685,081110 000117 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_-207775976836691685,Normal,Allocation de bloc pour un fichier temporaire,Étape 1 : Le système de fichiers HDFS reçoit une demande d'écriture de données. Étape 2 : Le NameSystem est sollicité pour allouer un bloc pour stocker les données. Étape 3 : Le bloc est alloué avec succès et son identifiant est généré.
blk_5114010683183383297,081110 000136 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_5114010683183383297 size 67108864,Normal,Un bloc de données a été ajouté au système de fichiers HDFS,Étape 1 : Le système de fichiers HDFS a reçu une demande d'ajout d'un bloc de données. Étape 2 : Le bloc de données a été ajouté avec succès au système de fichiers. Étape 3 : Le système de fichiers a mis à jour la carte de blocs pour refléter les changements
blk_-7656610147924319419,081110 000136 4627 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-7656610147924319419 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le nœud de données a terminé le traitement d'un bloc. Étape 2 : Le bloc a été traité avec succès. Étape 3 : Le processus de réponse pour le bloc est arrêté.
blk_2096692261399680562,081110 000232 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_2096692261399680562,Anomaly,Erreur d'allocation de bloc dans HDFS,Étape 1 : Le log HDFS indique une erreur d'allocation de bloc. Étape 2 : Le message d'erreur BLOCK* NameSystem.allocateBlock suggère un problème avec l'allocation de blocs dans le système de fichiers. Étape 3 : Cela peut être dû à une erreur de configuration ou à une erreur de système de fichiers
blk_-6500549130351529113,081110 000238 4717 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-6500549130351529113 terminating,Normal,Fin de transmission de données,"Étape 1 : Le nœud de données a terminé la transmission de données pour un bloc spécifique. Étape 2 : Le processus PacketResponder a été arrêté pour ce bloc. Étape 3 : L'opération s'est déroulée avec succès, ce qui est considéré comme normal."
blk_-8255732027871411321,081110 000319 4568 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8255732027871411321 src: /10.251.39.179:33950 dest: /10.251.39.179:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données HDFS reçoit une demande de transfert de données. Étape 2 : Le nœud de données vérifie la disponibilité de l'espace de stockage. Étape 3 : Le transfert de données est effectué avec succès
blk_-2896670847306153652,081110 000507 4619 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-2896670847306153652 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le DataNode a terminé le traitement d'un bloc de données. Étape 2 : Le PacketResponder a achevé sa tâche. Étape 3 : Le processus s'est terminé normalement
blk_-8856628810470361280,081110 000546 4624 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit une demande de transfert de données. Étape 2 : Le nœud de données vérifie la disponibilité de l'espace de stockage. Étape 3 : Le nœud de données commence à recevoir le bloc de données à partir de la source spécifiée.
blk_3463540868626173125,081110 000616 4552 INFO dfs.DataNode$PacketResponder: Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données HDFS reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec succès. Étape 3 : L'événement est enregistré dans les logs HDFS avec le niveau d'information INFO.
blk_-5309211894896608429,081110 000657 4822 INFO dfs.DataNode$PacketResponder: Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données HDFS reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec un identifiant unique. Étape 3 : La taille du bloc est vérifiée pour s'assurer qu'elle correspond aux attentes.
blk_-1055254430948037872,081110 000727 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-1055254430948037872 size 67108864,Normal,Ajout d'un bloc de données à HDFS,Étape 1 : Le système de fichiers HDFS reçoit une demande d'ajout de bloc. Étape 2 : Le NameSystem met à jour la carte de blocs pour refléter le changement. Étape 3 : Le bloc est ajouté avec succès au nœud de données spécifié.
blk_3962600675982666210,081110 000755 4717 INFO dfs.DataNode$DataXceiver: Receiving block blk_3962600675982666210 src: /10.251.123.195:37374 dest: /10.251.123.195:50010,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit une demande de transfert de données. Étape 2 : Le nœud de données vérifie la source et la destination du transfert. Étape 3 : Le transfert de données est effectué de la source /10.251.123.195:37374 vers la destination /10.251.123.195:50010
blk_-730776401372551814,081110 000820 4687 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-730776401372551814 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le DataNode a terminé le traitement d'un bloc de données. Étape 2 : Le PacketResponder a été notifié pour arrêter son traitement. Étape 3 : Le PacketResponder a été terminé avec succès.
blk_-7553009628768897700,081110 000841 4727 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-7553009628768897700 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le DataNode a terminé le traitement d'un bloc de données. Étape 2 : Le PacketResponder a achevé sa tâche pour le bloc spécifié. Étape 3 : Le processus a été correctement terminé sans erreur.
blk_3068335169639013019,081110 001250 4631 INFO dfs.DataNode$PacketResponder: Received block blk_3068335169639013019 of size 67108864 from /10.251.71.68,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec succès. Étape 3 : L'événement est enregistré dans les journaux HDFS avec le niveau d'information INFO.
blk_-9069971851590882719,081110 001307 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864,Normal,Ajout d'un bloc de données à HDFS,Étape 1 : Le système de fichiers HDFS a détecté un nouveau bloc de données. Étape 2 : Le bloc a été ajouté à la carte de blocs. Étape 3 : Le serveur de noms HDFS a mis à jour la carte de blocs avec l'adresse IP et le port du nouveau bloc.
blk_-8924134715029713489,081110 001337 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864,Normal,Ajout d'un bloc de données à HDFS,Étape 1 : Le système de fichiers HDFS reçoit une demande d'ajout d'un bloc de données. Étape 2 : Le NameSystem met à jour la carte de blocs pour refléter le nouvel emplacement du bloc. Étape 3 : Le bloc est ajouté avec succès et le système enregistre l'événement avec le label Normal.
blk_278357163850888,081110 001350 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_278357163850888 size 67108864,Anomaly,Ajout d'un bloc de données dans HDFS,Étape 1 : Le système HDFS détecte un ajout de bloc de données. Étape 2 : Le bloc de données est ajouté à la carte de blocs. Étape 3 : Le système met à jour la carte de blocs pour refléter les changements
blk_-5135777574223073423,081110 001745 4905 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5135777574223073423 src: /10.251.65.237:48648 dest: /10.251.65.237:50010,Normal,Réception d'un bloc de données,Étape 1 : Le DataNode reçoit une demande de transfert de données. Étape 2 : Le bloc de données est identifié par son ID unique. Étape 3 : Les données sont transférées depuis le client vers le DataNode
blk_-1148756466197125339,081110 001818 4837 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-1148756466197125339 terminating,Normal,Fin de transmission de données,Étape 1 : Le DataNode a terminé la transmission de données pour un bloc spécifique. Étape 2 : Le processus PacketResponder a été arrêté pour ce bloc. Étape 3 : L'événement est considéré comme normal et ne nécessite pas d'intervention particulière.
blk_9074030793567748915,081110 002041 4863 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_9074030793567748915 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le nœud de données a terminé le traitement d'un bloc de données. Étape 2 : Le processus PacketResponder a été arrêté pour ce bloc. Étape 3 : L'arrêt du processus est une opération normale dans HDFS
blk_-4067446915270471579,081110 002103 4928 INFO dfs.DataNode$PacketResponder: Received block blk_-4067446915270471579 of size 25933924 from /10.251.110.8,Normal,Réception d'un bloc de données,Étape 1 : Le nœud de données reçoit un bloc de données. Étape 2 : Le bloc est enregistré avec un identifiant unique. Étape 3 : La taille du bloc est vérifiée pour s'assurer de son intégrité.
blk_3259872359515191972,081110 002221 4855 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_3259872359515191972 terminating,Normal,Fin de la transmission de données,Étape 1 : Le nœud de données a terminé la transmission de données pour un bloc spécifique. Étape 2 : Le processus PacketResponder a été arrêté pour ce bloc. Étape 3 : L'opération s'est déroulée avec succès sans erreur
blk_5963816136267066159,081110 002223 4824 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_5963816136267066159 terminating,Normal,Fin de traitement d'un bloc de données,Étape 1 : Le nœud de données a terminé le traitement d'un bloc de données. Étape 2 : Le PacketResponder a été notifié de la fin du traitement. Étape 3 : Le PacketResponder a été arrêté pour libérer les ressources système.
